HBL
8125448.959	3980852.788
8125444.907	3980853.189
8125440.866	3980853.389
8125439.241	3980853.59
8125436.602	3980853.804
8125436.001	3980851.37

IGIS SHED
8125051.37	3981256.346
8125055.099	3981253.966
8125059.585	3981262.176
8125055.7	3981264.262
8125051.37	3981256.346

SADA
8125021.336	3981352.732
8125022.828	3981356.021
8125041.941	3981361.397
8125040.45	3981366.171
8125045.526	3981368.257
8125044.034	3981373.031
8125047.607	3981375.13
8125041.941	3981394.533
8125043.734	3981396.927
8125058.361	3981402.89
8125062.547	3981401.406
8125069.114	3981383.193
8125073.289	3981384.089
8125074.48	3981378.714
8125080.758	3981380.198
8125082.25	3981376.614
8125099.271	3981382.886
8125103.145	3981381.402
8125108.822	3981364.673
8125107.33	3981362.293
8125089.419	3981356.021
8125090.009	3981352.13
8125085.233	3981350.338
8125087.026	3981344.668
8125083.742	3981343.478
8125090.009	3981324.37
8125087.627	3981320.492
8125071.497	3981313.619
8125069.415	3981315.41
8125061.945	3981334.813
8125058.584	3981333.195
8125055.979	3981339.293
8125050.301	3981338.103
8125048.81	3981341.392
8125032.39	3981335.415
8125028.204	3981335.415
8125025.522	3981341.981
8125021.336	3981352.732
